"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"76","270.67428311503636","24.85117340657371","4.837397958602822","-0.30948286299394656","0.010099999999999998","0.0124","0.007800000000000029","1300","0.00015904247111283676","0","0.00015904247111283676","0.00015904247111283676","76_75:0.00700821868350654","76_75:660","true"
"77","217.82100036826907","63.033045016629586","5.041931572803447","-0.30723078653018854","0.030399999999999983","0.013800000000000034","0.047","1300","0.0001639742215643053","0","0.0001639742215643053","0.0001639742215643053","77_76:0.005463106907609538;77_78:0.006968938568116562;77_71:0.017484323823557996","77_76:660;77_78:780;77_71:660","true"
"78","146.52193040208812","220.56235891910754","4.643455107356276","-0.31230747337772335","0.00649999999999995","0.007399999999999962","0.0056","1300","0.000222285842885163","0","0.000222285842885163","0.000222285842885163","","","true"
"79","222.9757128526623","68.68364447788686","4.863164547907876","-0.3092713261857367","0.011200000000000099","0.0138","0.008600000000000052","1300","0.00024311247026438874","0","0.00024311247026438874","0.00024311247026438874","79_78:0.007578968602652281;79_80:0.012092599031261558","79_78:660;79_80:660","true"
"80","219.16031147595302","158.68494909922262","5.031462467068204","-0.3072198090686745","0.021299999999999986","0.01959999999999995","0.023","1300","0.00019959295979177612","0","0.00019959295979177612","0.00019959295979177612","80_81:0.00607830337951637","80_81:660","true"
"81","220.27171642284807","191.92689724448306","4.930445697593661","-0.30841914125984865","0.04499999999999993","0.044399999999999995","0.0456","1300","0.00027286411497842304","0","0.00027286411497842304","0.00027286411497842304","81_82:0.00824215188887198;81_72:1","81_82:660;81_72:660","true"
"82","225.99033965051046","238.81848888712602","4.893605875039818","-0.30897996872816896","0.01739999999999997","0.0196","0.015199999999999991","1300","0.00022389748983613503","0","0.00022389748983613503","0.00022389748983613503","82_83:0.005695202740807315","82_83:660","true"
"83","238.92012839827183","46.43401190531884","4.790688923010211","-0.31061744032224003","0.0129999999999999","0.0124","0.013599999999999945","1300","0.00021206261550303133","0","0.00021206261550303133","0.00021206261550303133","83_92:0.007602463670920101","83_92:660","true"
"84","135.00315807689097","99.92589117891241","4.679690940362013","-0.31137294267603616","0.08333333333333337","0.07","0.09666666666666668","1300","0.00015312379621061604","0","0.00015312379621061604","0.00015312379621061604","84_83:0.006133746013844116","84_83:660","true"
"85","269.07260280900834","143.81259650738096","5.104778792840738","-0.3061413803895981","0.06833333333333336","0.06999999999999995","0.06666666666666667","1300","0.0002600873737625516","0","0.0002600873737625516","0.0002600873737625516","85_73:0.004969932975882746;85_84:0.048662476258266446;85_86:0.0061018720118540815","85_73:660;85_84:660;85_86:660","true"
"86","226.50984007923424","127.59348881852956","4.89881423714405","-0.3083187869423004","0.04069999999999996","0.0426","0.038799999999999946","1300","0.00023658129019633412","0","0.00023658129019633412","0.00023658129019633412","86_87:0.009777747297822076","86_87:660","true"
"87","163.6349239333011","145.1033891117704","4.992090074028605","-0.307423102897223","0.020000000000000018","0.023","0.017000000000000015","1300","0.00040811660898268544","0","0.00040811660898268544","0.00040811660898268544","87_88:0.019051044163814146","87_88:660","true"
"88","56.3562918237764","56.67221523371566","5.09937675419546","-0.3058997453558384","0.011700000000000044","0.01759999999999995","0.0058","1300","0.0015691505597043916","0","0.0015691505597043916","0.0015691505597043916","88_89:0.010332018494938922","88_89:660","true"
"89","293.3664492949611","168.4024011962937","4.956490825555376","-0.3077261951848229","0.00880000000000003","0.0096","0.008000000000000007","1300","0.00016303719662450074","0","0.00016303719662450074","0.00016303719662450074","","","true"
"90","239.42256529985224","57.058691437866464","4.905589360978312","-0.307867793738734","0.00869999999999993","0.008","0.009399999999999964","1300","0.0002455773605584439","0","0.0002455773605584439","0.0002455773605584439","","","true"
"91","162.26156213805027","142.81584399637347","4.914641031916575","-0.30850221183732857","0.028100000000000014","0.03200000000000003","0.0242","1300","0.0008950730280364021","0","0.0008950730280364021","0.0008950730280364021","91_79:0.01041563079353014","91_79:660","true"
"92","143.40566842701435","151.49197683961646","4.91209831011135","-0.308588011384664","0.005600000000000049","0.007","0.0041999999999999815","1300","0.0002580214830201031","0","0.0002580214830201031","0.0002580214830201031","92_102:0.009918258672159841","92_102:660","true"
"93","226.14076035269647","85.07133518731882","4.964128684832499","-0.3073815906362206","0.02839999999999998","0.0296","0.027200000000000002","1300","0.0004520681609460963","0","0.0004520681609460963","0.0004520681609460963","93_106:0.00813565261535501;93_87:0.012952597438785962","93_106:660;93_87:740","true"
"94","192.39172000686787","117.83378937199059","4.975880949420979","-0.3076458715160733","0.009400000000000075","0.0088","0.010000000000000009","1300","0.00023960284986904092","0","0.00023960284986904092","0.00023960284986904092","94_95:0.005587501201479661;94_90:0.006668286781882249","94_95:660;94_90:660","true"
"95","38.4858467218728","74.12083257489017","4.8388880176376885","-0.3098764431196092","0.012699999999999934","0.017000000000000015","0.0084","1300","0.00015207705681874586","0","0.00015207705681874586","0.00015207705681874586","95_96:0.01284540818090027","95_96:660","true"
"96","103.04208484037315","66.73334606797988","4.747911397990863","-0.3109191907797597","0.04090000000000005","0.04400000000000004","0.0378","1300","0.0003702919420673932","0","0.0003702919420673932","0.0003702919420673932","","","true"
"97","212.15585989095374","115.28388928165583","4.816155515549707","-0.3095561501235201","0.006699999999999928","0.008199999999999985","0.0052","1300","0.00023268260873959612","0","0.00023268260873959612","0.00023268260873959612","97_96:0.006262396391280872;97_98:0.005907046965838519","97_96:660;97_98:660","true"
"98","194.67512673786987","87.85786818479319","4.942901833015315","-0.308363471215884","0.014699999999999935","0.020399999999999974","0.009","1300","0.0005256337947815324","0","0.0005256337947815324","0.0005256337947815324","98_91:0.02049760258425884","98_91:660","true"
"99","212.38038773720245","244.2455291293093","5.060106822614226","-0.30553728570536653","0.012299999999999978","0.01","0.014599999999999946","1300","0.00025852508426782276","0","0.00025852508426782276","0.00025852508426782276","99_98:0.007058944011439722","99_98:660","true"
"100","173.27744176954158","192.50867734724093","4.905355572343165","-0.3084392241160231","0.015700000000000047","0.0148","0.016599999999999948","1300","0.00019270712339212545","0","0.00019270712339212545","0.00019270712339212545","100_110:0.008798392648335873;100_99:0.030882694294843666","100_110:660;100_99:660","true"
"101","129.08321171294818","90.13759194761874","5.0653597605989376","-0.3063331480679172","0.02410000000000001","0.015599999999999947","0.0326","1300","0.00023099319757931318","0","0.00023099319757931318","0.00023099319757931318","101_100:0.010695471410877705;101_102:0.008271807526873204","101_100:660;101_102:660","true"
"102","172.77100441121638","90.68410718004401","4.809844386479354","-0.30996470519230634","0.044300000000000006","0.04600000000000004","0.0426","1300","0.00032293812119515075","0","0.00032293812119515075","0.00032293812119515075","102_103:0.009564748866558392","102_103:660","true"
"103","71.08540107028362","54.5327612403578","4.933467696589987","-0.30764620230723944","0.008399999999999963","0.01200000000000001","0.0048","1300","0.0004710490831534967","0","0.0004710490831534967","0.0004710490831534967","","","true"
"104","235.6322053373989","256.28280443827254","4.765569957701215","-0.31046094866074025","0.013700000000000045","0.012599999999999945","0.0148","1300","0.00020759722063942433","0","0.00020759722063942433","0.00020759722063942433","104_103:0.00779383146300916","104_103:660","true"
"105","198.8437128676032","64.26236171578027","4.982215131728165","-0.30759736332542964","0.006199999999999983","0.007199999999999984","0.0052","1300","0.00029747925775336305","0","0.00029747925775336305","0.00029747925775336305","105_104:0.010178299437352128;105_106:0.006508998364430418","105_104:660;105_106:660","true"
"106","282.97146512227096","195.07043370806696","4.878213049570025","-0.309312950580174","0.022499999999999964","0.0224","0.022599999999999953","1300","0.00019572522244811884","0","0.00019572522244811884","0.00019572522244811884","","","true"
"107","283.6653655139555","55.34839190182678","4.916024497767335","-0.3080022405881546","0.01970000000000005","0.0232","0.0162","1300","0.00018955913122028066","0","0.00018955913122028066","0.00018955913122028066","107_106:0.00686857925178902","107_106:660","true"
"108","199.11726951623868","224.38810382126022","5.056238427998427","-0.3060067460745893","0.019100000000000006","0.014000000000000012","0.0242","1300","0.00015685646744661183","0","0.00015685646744661183","0.00015685646744661183","108_112:0.006281536151562822;108_107:0.005703449194061322","108_112:660;108_107:660","true"
"109","150.3425157309221","152.48544227532352","4.984989298451822","-0.3071158019842663","0.02410000000000001","0.023399999999999976","0.0248","1300","0.0001993260361473733","0","0.0001993260361473733","0.0001993260361473733","109_96:0.007654852432664394","109_96:660","true"
